uid,progress_bin,n,accuracy,repeat_rate
16252,25-50%,126,0.960317,0.126984
16252,50-75%,126,0.944444,0.071429
16252,75-100%,126,0.952381,0.206349
16255,0-25%,63,0.761905,0.047619
16255,25-50%,64,0.78125,0.09375
16255,50-75%,63,0.904762,0.079365
16255,75-100%,64,0.890625,0.171875
16261,0-25%,58,0.827586,0.068966
16261,25-50%,58,0.844828,0.12069
16261,50-75%,58,0.793103,0.086207
16261,75-100%,59,0.864407,0.20339
16265,0-25%,70,0.642857,0.085714
16265,25-50%,70,0.557143,0.028571
16265,50-75%,70,0.728571,0.228571
16265,75-100%,71,0.605634,0.225352
16268,0-25%,100,0.81,0.05
16268,25-50%,100,0.94,0.08
16268,50-75%,100,0.91,0.04
16268,75-100%,100,0.97,0.18
16269,0-25%,74,0.837838,0.054054
16269,25-50%,74,0.824324,0.121622
16269,50-75%,74,0.824324,0.081081
16269,75-100%,74,0.810811,0.202703
16270,0-25%,114,0.77193,0.105263
16270,25-50%,114,0.833333,0.114035
16270,50-75%,114,0.877193,0.096491
16270,75-100%,115,0.895652,0.182609
16278,0-25%,93,0.924731,0.107527
16278,25-50%,93,0.956989,0.096774
16278,50-75%,93,0.935484,0.172043
16278,75-100%,94,0.840426,0.265957
16279,0-25%,74,0.905405,0.054054
16279,25-50%,75,0.946667,0.066667
16279,50-75%,75,0.893333,0.08
16279,75-100%,75,0.933333,0.333333
16280,0-25%,57,0.77193,0.035088
16280,25-50%,58,0.948276,0.12069
16280,50-75%,57,0.929825,0.105263
16280,75-100%,58,0.931034,0.189655
16286,0-25%,66,0.878788,0.075758
16286,25-50%,66,0.833333,0.090909
16286,50-75%,66,0.909091,0.106061
16286,75-100%,66,0.757576,0.212121
16292,0-25%,82,0.658537,0.097561
16292,25-50%,83,0.626506,0.096386
16292,50-75%,83,0.626506,0.108434
16292,75-100%,83,0.638554,0.108434
16303,0-25%,62,0.758065,0.016129
16303,25-50%,63,0.825397,0.095238
16303,50-75%,63,0.825397,0.111111
16303,75-100%,63,0.68254,0.333333
16306,0-25%,64,0.859375,0.140625
16306,25-50%,64,0.890625,0.0625
16306,50-75%,64,0.96875,0.0625
16306,75-100%,64,0.9375,0.078125
16326,0-25%,81,0.666667,0.074074
16326,25-50%,81,0.753086,0.08642
16326,50-75%,81,0.851852,0.135802
16326,75-100%,81,0.888889,0.246914
16328,0-25%,112,0.526786,0.0625
16328,25-50%,113,0.575221,0.097345
16328,50-75%,112,0.642857,0.160714
16328,75-100%,113,0.654867,0.265487
16340,0-25%,55,0.981818,0.109091
16340,25-50%,56,0.982143,0.053571
16340,50-75%,56,1.0,0.178571
16340,75-100%,56,0.982143,0.053571
16345,0-25%,71,0.704225,0.126761
16345,25-50%,72,0.402778,0.111111
16345,50-75%,71,0.690141,0.112676
16345,75-100%,72,0.708333,0.263889
16348,0-25%,75,0.533333,0.133333
16348,25-50%,76,0.618421,0.065789
16348,50-75%,76,0.710526,0.210526
16348,75-100%,76,0.815789,0.289474
16357,0-25%,63,0.587302,0.047619
16357,25-50%,64,0.765625,0.09375
16357,50-75%,64,0.953125,0.078125
16357,75-100%,64,0.8125,0.171875
16358,0-25%,66,0.515152,0.045455
16358,25-50%,67,0.537313,0.134328
16358,50-75%,67,0.537313,0.059701
16358,75-100%,67,0.552239,0.223881
16361,0-25%,78,0.833333,0.076923
16361,25-50%,78,0.730769,0.141026
16361,50-75%,78,0.897436,0.076923
16361,75-100%,79,0.898734,0.253165
16372,0-25%,85,0.717647,0.152941
16372,25-50%,85,0.905882,0.129412
16372,50-75%,85,0.870588,0.141176
16372,75-100%,86,0.872093,0.139535
16373,0-25%,68,0.544118,0.029412
16373,25-50%,69,0.492754,0.15942
16373,50-75%,68,0.602941,0.161765
16373,75-100%,69,0.710145,0.173913
16376,0-25%,67,0.776119,0.059701
16376,25-50%,67,0.925373,0.059701
16376,50-75%,67,0.895522,0.089552
16376,75-100%,68,0.735294,0.102941
16380,0-25%,60,0.75,0.1
16380,25-50%,61,0.672131,0.081967
16380,50-75%,60,0.8,0.083333
16380,75-100%,61,0.557377,0.147541
16387,0-25%,63,0.460317,0.079365
16387,25-50%,64,0.71875,0.1875
16387,50-75%,63,0.761905,0.063492
16387,75-100%,64,0.828125,0.1875
16395,0-25%,66,0.757576,0.045455
16395,25-50%,67,0.716418,0.149254
16395,50-75%,66,0.878788,0.19697
16395,75-100%,67,0.955224,0.313433
16399,0-25%,102,0.823529,0.039216
16399,25-50%,103,0.805825,0.126214
16399,50-75%,102,0.813725,0.107843
16399,75-100%,103,0.834951,0.262136
16401,0-25%,62,0.709677,0.080645
16401,25-50%,62,0.887097,0.112903
16401,50-75%,62,0.822581,0.258065
16401,75-100%,62,0.983871,0.274194
16411,0-25%,61,0.737705,0.04918
16411,25-50%,61,0.672131,0.180328
16411,50-75%,61,0.770492,0.032787
16411,75-100%,62,0.677419,0.258065
16413,0-25%,97,0.835052,0.030928
16413,25-50%,98,0.959184,0.122449
16413,50-75%,97,0.814433,0.092784
16413,75-100%,98,0.693878,0.122449
16415,0-25%,90,0.777778,0.1
16415,25-50%,91,0.934066,0.054945
16415,50-75%,91,0.857143,0.230769
16415,75-100%,91,0.835165,0.274725
16424,0-25%,81,0.839506,0.098765
16424,25-50%,81,0.864198,0.037037
16424,50-75%,81,0.790123,0.123457
16424,75-100%,81,0.691358,0.185185
16425,0-25%,85,0.6,0.082353
16425,25-50%,85,0.588235,0.105882
16425,50-75%,85,0.894118,0.235294
16425,75-100%,85,0.941176,0.282353
16429,0-25%,74,0.810811,0.094595
16429,25-50%,74,0.891892,0.067568
16429,50-75%,74,0.864865,0.162162
16429,75-100%,75,0.906667,0.266667
16432,0-25%,60,0.45,0.033333
16432,25-50%,60,0.816667,0.2
16432,50-75%,60,0.9,0.166667
16432,75-100%,61,0.852459,0.229508
16437,0-25%,85,0.917647,0.129412
16437,25-50%,85,0.917647,0.141176
16437,50-75%,85,0.811765,0.094118
16437,75-100%,86,0.848837,0.244186
16442,0-25%,98,0.867347,0.153061
16442,25-50%,99,0.919192,0.060606
16442,50-75%,99,0.848485,0.141414
16442,75-100%,99,0.848485,0.222222
16453,0-25%,90,0.611111,0.066667
16453,25-50%,90,0.788889,0.033333
16453,50-75%,90,0.622222,0.166667
16453,75-100%,91,0.879121,0.21978
16454,0-25%,104,0.807692,0.038462
16454,25-50%,104,0.865385,0.134615
16454,50-75%,104,0.980769,0.086538
16454,75-100%,104,0.942308,0.288462
16456,0-25%,68,0.823529,0.25
16456,25-50%,68,0.882353,0.044118
16456,50-75%,68,0.735294,0.117647
16456,75-100%,69,0.753623,0.231884
16457,0-25%,56,0.660714,0.089286
16457,25-50%,57,0.491228,0.017544
16457,50-75%,56,0.714286,0.107143
16457,75-100%,57,0.561404,0.105263
16459,0-25%,81,0.728395,0.17284
16459,25-50%,81,0.876543,0.160494
16459,50-75%,81,0.839506,0.148148
16459,75-100%,82,0.963415,0.085366
16460,0-25%,68,0.632353,0.102941
16460,25-50%,69,0.710145,0.130435
16460,50-75%,69,0.811594,0.086957
16460,75-100%,69,0.913043,0.101449
16461,0-25%,71,0.84507,0.211268
16461,25-50%,72,0.833333,0.125
16461,50-75%,72,0.972222,0.069444
16461,75-100%,72,0.916667,0.166667
16463,0-25%,106,0.726415,0.084906
16463,25-50%,106,0.830189,0.075472
16463,50-75%,106,0.849057,0.113208
16463,75-100%,106,0.924528,0.188679
16467,0-25%,85,0.847059,0.105882
16467,25-50%,85,0.870588,0.082353
16467,50-75%,85,0.882353,0.188235
16467,75-100%,85,0.882353,0.058824
16470,0-25%,65,0.676923,0.046154
16470,25-50%,65,0.676923,0.230769
16470,50-75%,65,0.830769,0.123077
16470,75-100%,65,0.861538,0.138462
16472,0-25%,80,0.725,0.175
16472,25-50%,80,0.95,0.1125
16472,50-75%,80,0.95,0.1375
16472,75-100%,81,0.864198,0.17284
16475,0-25%,70,0.857143,0.071429
16475,25-50%,71,0.774648,0.098592
16475,50-75%,70,0.857143,0.314286
16475,75-100%,71,0.84507,0.253521
16476,0-25%,82,0.853659,0.085366
16476,25-50%,82,0.658537,0.097561
16476,50-75%,82,0.841463,0.219512
16476,75-100%,83,0.638554,0.096386
16484,0-25%,76,0.421053,0.065789
16484,25-50%,77,0.636364,0.090909
16484,50-75%,76,0.684211,0.105263
16484,75-100%,77,0.766234,0.246753
16486,0-25%,90,0.688889,0.055556
16486,25-50%,90,0.811111,0.088889
16486,50-75%,90,0.855556,0.155556
16486,75-100%,91,0.868132,0.208791
16496,0-25%,92,0.858696,0.076087
16496,25-50%,93,0.903226,0.129032
16496,50-75%,93,0.913978,0.172043
16496,75-100%,93,0.903226,0.236559
16497,0-25%,119,0.394958,0.058824
16497,25-50%,119,0.310924,0.117647
16497,50-75%,119,0.638655,0.10084
16497,75-100%,119,0.193277,0.117647
16498,0-25%,64,0.890625,0.09375
16498,25-50%,64,0.828125,0.109375
16498,50-75%,64,0.828125,0.0625
16498,75-100%,64,0.84375,0.3125
16504,0-25%,57,0.824561,0.052632
16504,25-50%,57,1.0,0.122807
16504,50-75%,57,0.982456,0.105263
16504,75-100%,58,0.965517,0.189655
16507,0-25%,64,0.828125,0.03125
16507,25-50%,65,0.784615,0.107692
16507,50-75%,64,0.9375,0.15625
16507,75-100%,65,0.953846,0.292308
16508,0-25%,86,0.72093,0.104651
16508,25-50%,87,0.701149,0.08046
16508,50-75%,86,0.732558,0.22093
16508,75-100%,87,0.655172,0.252874
16513,0-25%,73,0.643836,0.109589
16513,25-50%,74,0.743243,0.081081
16513,50-75%,73,0.671233,0.123288
16513,75-100%,74,0.567568,0.162162
16516,0-25%,58,0.586207,0.12069
16516,25-50%,59,0.627119,0.135593
16516,50-75%,59,0.457627,0.135593
16516,75-100%,59,0.627119,0.169492
16520,0-25%,85,0.882353,0.117647
16520,25-50%,86,0.94186,0.034884
16520,50-75%,86,0.988372,0.104651
16520,75-100%,86,0.918605,0.267442
16521,0-25%,83,0.855422,0.096386
16521,25-50%,84,0.869048,0.107143
16521,50-75%,84,0.845238,0.083333
16521,75-100%,84,0.928571,0.214286
16527,0-25%,83,0.915663,0.084337
16527,25-50%,83,0.903614,0.084337
16527,50-75%,83,0.891566,0.096386
16527,75-100%,84,0.892857,0.130952
16530,0-25%,87,0.850575,0.126437
16530,25-50%,88,0.784091,0.136364
16530,50-75%,87,0.827586,0.229885
16530,75-100%,88,0.840909,0.125
16549,0-25%,68,0.779412,0.058824
16549,25-50%,69,0.84058,0.130435
16549,50-75%,69,0.811594,0.173913
16549,75-100%,69,0.826087,0.130435
16550,0-25%,82,0.743902,0.085366
16550,25-50%,83,0.879518,0.036145
16550,50-75%,82,0.95122,0.317073
16550,75-100%,83,0.915663,0.204819
16552,0-25%,74,0.743243,0.067568
16552,25-50%,74,0.810811,0.189189
16552,50-75%,74,0.837838,0.094595
16552,75-100%,74,0.905405,0.121622
16554,0-25%,59,0.627119,0.169492
16554,25-50%,59,0.677966,0.067797
16554,50-75%,59,0.864407,0.067797
16554,75-100%,59,0.813559,0.237288
16561,0-25%,64,0.96875,0.0625
16561,25-50%,65,0.938462,0.030769
16561,50-75%,65,0.984615,0.153846
16561,75-100%,65,0.830769,0.169231
16568,0-25%,60,0.933333,0.116667
16568,25-50%,60,0.916667,0.1
16568,50-75%,60,0.966667,0.133333
16568,75-100%,61,0.983607,0.278689
16575,0-25%,77,0.766234,0.142857
16575,25-50%,77,0.766234,0.077922
16575,50-75%,77,0.961039,0.116883
16575,75-100%,77,0.896104,0.246753
16581,0-25%,65,0.553846,0.061538
16581,25-50%,66,0.5,0.075758
16581,50-75%,65,0.769231,0.092308
16581,75-100%,66,0.80303,0.121212
16584,0-25%,64,0.90625,0.125
16584,25-50%,65,0.923077,0.046154
16584,50-75%,65,0.8,0.184615
16584,75-100%,65,0.923077,0.107692
16594,0-25%,58,0.844828,0.155172
16594,25-50%,58,0.793103,0.12069
16594,50-75%,58,0.87931,0.103448
16594,75-100%,59,0.813559,0.118644
16599,0-25%,102,0.72549,0.088235
16599,25-50%,102,0.862745,0.166667
16599,50-75%,102,0.715686,0.107843
16599,75-100%,103,0.728155,0.213592
16601,0-25%,99,0.777778,0.050505
16601,25-50%,100,0.76,0.09
16601,50-75%,100,0.86,0.28
16601,75-100%,100,0.95,0.21
16613,0-25%,56,0.732143,0.089286
16613,25-50%,57,0.929825,0.017544
16613,50-75%,56,0.910714,0.071429
16613,75-100%,57,0.701754,0.210526
16618,0-25%,64,0.828125,0.15625
16618,25-50%,65,0.753846,0.061538
16618,50-75%,64,0.796875,0.171875
16618,75-100%,65,0.923077,0.261538
16621,0-25%,98,0.867347,0.081633
16621,25-50%,99,0.747475,0.10101
16621,50-75%,98,0.826531,0.112245
16621,75-100%,99,0.929293,0.272727
16625,0-25%,74,0.554054,0.094595
16625,25-50%,75,0.746667,0.053333
16625,50-75%,74,0.743243,0.054054
16625,75-100%,75,0.786667,0.066667
16630,0-25%,62,0.774194,0.096774
16630,25-50%,63,0.730159,0.238095
16630,50-75%,63,0.873016,0.095238
16630,75-100%,63,0.809524,0.063492
16631,0-25%,60,0.883333,0.083333
16631,25-50%,60,0.933333,0.033333
16631,50-75%,60,0.95,0.116667
16631,75-100%,61,0.885246,0.229508
16644,0-25%,60,0.8,0.083333
16644,25-50%,61,0.311475,0.196721
16644,50-75%,61,0.57377,0.131148
16644,75-100%,61,0.770492,0.131148
16645,0-25%,89,0.921348,0.101124
16645,25-50%,89,0.831461,0.168539
16645,50-75%,89,0.966292,0.179775
16645,75-100%,89,0.910112,0.224719
16651,0-25%,84,0.738095,0.035714
16651,25-50%,84,0.5,0.130952
16651,50-75%,84,0.571429,0.095238
16651,75-100%,85,0.635294,0.258824
16652,0-25%,103,0.883495,0.116505
16652,25-50%,103,0.92233,0.087379
16652,50-75%,103,0.912621,0.203883
16652,75-100%,103,0.980583,0.213592
16657,0-25%,76,0.960526,0.131579
16657,25-50%,77,0.987013,0.064935
16657,50-75%,76,0.973684,0.25
16657,75-100%,77,0.974026,0.194805
16662,0-25%,72,0.972222,0.125
16662,25-50%,72,0.986111,0.097222
16662,50-75%,72,0.972222,0.194444
16662,75-100%,73,1.0,0.260274
16665,0-25%,75,0.946667,0.106667
16665,25-50%,76,1.0,0.092105
16665,50-75%,75,1.0,0.266667
16665,75-100%,76,1.0,0.223684
16670,0-25%,112,0.9375,0.089286
16670,25-50%,113,0.946903,0.132743
16670,50-75%,113,0.973451,0.150442
16670,75-100%,113,0.955752,0.19469
16671,0-25%,67,0.955224,0.149254
16671,25-50%,68,0.941176,0.117647
16671,50-75%,67,0.955224,0.119403
16671,75-100%,68,0.941176,0.25
16672,0-25%,64,0.953125,0.125
16672,25-50%,64,0.9375,0.09375
16672,50-75%,64,0.9375,0.28125
16672,75-100%,64,0.921875,0.21875
16675,0-25%,92,0.75,0.173913
16675,25-50%,93,0.494624,0.096774
16675,50-75%,92,0.554348,0.195652
16675,75-100%,93,0.612903,0.225806
16696,0-25%,77,0.87013,0.181818
16696,25-50%,78,0.910256,0.064103
16696,50-75%,78,0.897436,0.230769
16696,75-100%,78,0.884615,0.205128
16701,0-25%,113,0.840708,0.123894
16701,25-50%,114,0.912281,0.149123
16701,50-75%,114,0.815789,0.131579
16701,75-100%,114,0.929825,0.192982
16707,0-25%,74,0.72973,0.108108
16707,25-50%,75,0.773333,0.133333
16707,50-75%,74,0.945946,0.081081
16707,75-100%,75,0.626667,0.32
16709,0-25%,113,0.938053,0.079646
16709,25-50%,113,0.814159,0.115044
16709,50-75%,113,0.902655,0.159292
16709,75-100%,113,0.920354,0.20354
16710,0-25%,80,0.975,0.1625
16710,25-50%,80,0.95,0.0375
16710,50-75%,80,0.9375,0.1875
16710,75-100%,80,1.0,0.2
16721,0-25%,96,0.927083,0.135417
16721,25-50%,97,0.958763,0.041237
16721,50-75%,96,0.989583,0.208333
16721,75-100%,97,0.989691,0.206186
16725,0-25%,81,0.888889,0.17284
16725,25-50%,82,0.926829,0.085366
16725,50-75%,82,0.817073,0.219512
16725,75-100%,82,0.780488,0.280488
16726,0-25%,64,0.859375,0.109375
16726,25-50%,64,0.71875,0.046875
16726,50-75%,64,0.84375,0.078125
16726,75-100%,64,0.625,0.171875
16731,0-25%,66,0.424242,0.060606
16731,25-50%,67,0.238806,0.089552
16731,50-75%,67,0.238806,0.119403
16731,75-100%,67,0.223881,0.179104
16737,0-25%,95,0.884211,0.115789
16737,25-50%,96,0.864583,0.09375
16737,50-75%,95,0.842105,0.221053
16737,75-100%,96,0.927083,0.1875
16740,0-25%,74,0.716216,0.081081
16740,25-50%,75,0.72,0.08
16740,50-75%,74,0.540541,0.175676
16740,75-100%,75,0.52,0.24
16741,0-25%,99,0.737374,0.191919
16741,25-50%,100,0.68,0.06
16741,50-75%,100,0.67,0.1
16741,75-100%,100,0.85,0.21
16742,0-25%,63,0.793651,0.095238
16742,25-50%,63,0.904762,0.174603
16742,50-75%,63,0.920635,0.269841
16742,75-100%,63,0.904762,0.238095
16743,0-25%,58,0.913793,0.034483
16743,25-50%,59,0.898305,0.101695
16743,50-75%,58,0.637931,0.155172
16743,75-100%,59,0.813559,0.20339
16750,0-25%,61,0.868852,0.163934
16750,25-50%,62,1.0,0.080645
16750,50-75%,62,0.967742,0.129032
16750,75-100%,62,0.951613,0.193548
16753,0-25%,62,0.774194,0.177419
16753,25-50%,63,0.936508,0.063492
16753,50-75%,63,0.730159,0.174603
16753,75-100%,63,0.698413,0.238095
16758,0-25%,58,0.896552,0.172414
16758,25-50%,59,0.949153,0.135593
16758,50-75%,59,0.915254,0.067797
16758,75-100%,59,0.830508,0.033898
16761,0-25%,107,0.775701,0.121495
16761,25-50%,107,0.831776,0.140187
16761,50-75%,107,0.878505,0.158879
16761,75-100%,107,0.906542,0.214953
16763,0-25%,70,0.957143,0.071429
16763,25-50%,70,0.985714,0.114286
16763,50-75%,70,0.971429,0.071429
16763,75-100%,70,0.771429,0.1
16766,0-25%,65,0.723077,0.107692
16766,25-50%,65,0.630769,0.230769
16766,50-75%,65,0.923077,0.2
16766,75-100%,66,1.0,0.242424
16767,0-25%,68,0.882353,0.044118
16767,25-50%,68,0.823529,0.161765
16767,50-75%,68,0.764706,0.102941
16767,75-100%,68,0.808824,0.308824
16768,0-25%,116,0.827586,0.086207
16768,25-50%,117,0.965812,0.17094
16768,50-75%,116,0.965517,0.077586
16768,75-100%,117,0.965812,0.213675
16773,0-25%,65,0.461538,0.076923
16773,25-50%,66,0.424242,0.19697
16773,50-75%,66,0.666667,0.136364
16773,75-100%,66,0.318182,0.151515
16780,0-25%,76,0.75,0.105263
16780,25-50%,77,0.805195,0.12987
16780,50-75%,76,0.5,0.223684
16780,75-100%,77,0.649351,0.142857
16798,0-25%,68,0.867647,0.132353
16798,25-50%,68,0.970588,0.102941
16798,50-75%,68,0.882353,0.117647
16798,75-100%,68,0.911765,0.102941
16799,0-25%,95,0.684211,0.147368
16799,25-50%,96,0.635417,0.0625
16799,50-75%,95,0.821053,0.157895
16799,75-100%,96,0.708333,0.15625
16801,0-25%,98,0.77551,0.112245
16801,25-50%,99,0.858586,0.121212
16801,50-75%,98,0.795918,0.030612
16801,75-100%,99,0.79798,0.242424
16802,0-25%,68,0.823529,0.029412
16802,25-50%,68,0.617647,0.102941
16802,50-75%,68,0.705882,0.264706
16802,75-100%,69,0.753623,0.173913
16805,0-25%,78,0.910256,0.166667
16805,25-50%,79,0.911392,0.088608
16805,50-75%,79,0.873418,0.265823
16805,75-100%,79,0.848101,0.265823
16811,0-25%,61,0.934426,0.131148
16811,25-50%,62,0.983871,0.193548
16811,50-75%,61,0.901639,0.213115
16811,75-100%,62,0.854839,0.177419
16828,0-25%,76,0.815789,0.078947
16828,25-50%,76,0.881579,0.197368
16828,50-75%,76,0.828947,0.184211
16828,75-100%,76,0.986842,0.197368
16838,0-25%,76,0.842105,0.131579
16838,25-50%,77,0.636364,0.142857
16838,50-75%,76,0.723684,0.25
16838,75-100%,77,0.87013,0.246753
16849,0-25%,74,0.851351,0.027027
16849,25-50%,74,0.810811,0.175676
16849,50-75%,74,0.837838,0.27027
16849,75-100%,74,0.932432,0.202703
16853,0-25%,107,0.869159,0.093458
16853,25-50%,107,0.869159,0.130841
16853,50-75%,107,0.943925,0.084112
16853,75-100%,108,0.898148,0.101852
16863,0-25%,69,0.913043,0.173913
16863,25-50%,70,0.871429,0.085714
16863,50-75%,69,0.826087,0.188406
16863,75-100%,70,0.957143,0.271429
16865,0-25%,56,0.571429,0.035714
16865,25-50%,57,0.877193,0.035088
16865,50-75%,56,0.625,0.053571
16865,75-100%,57,0.666667,0.210526
16868,0-25%,97,0.876289,0.134021
16868,25-50%,97,0.845361,0.041237
16868,50-75%,97,0.917526,0.175258
16868,75-100%,97,0.969072,0.237113
16870,0-25%,64,0.46875,0.015625
16870,25-50%,64,0.796875,0.171875
16870,50-75%,64,0.6875,0.09375
16870,75-100%,65,0.630769,0.153846
16871,0-25%,65,0.876923,0.076923
16871,25-50%,65,0.969231,0.138462
16871,50-75%,65,0.923077,0.2
16871,75-100%,65,0.969231,0.2
16872,0-25%,60,0.966667,0.166667
16872,25-50%,60,0.783333,0.1
16872,50-75%,60,0.85,0.183333
16872,75-100%,61,0.836066,0.180328
16877,0-25%,64,0.734375,0.234375
16877,25-50%,64,0.90625,0.1875
16877,50-75%,64,0.78125,0.046875
16877,75-100%,65,0.676923,0.076923
16880,0-25%,62,0.951613,0.096774
16880,25-50%,62,0.935484,0.096774
16880,50-75%,62,0.967742,0.225806
16880,75-100%,63,0.952381,0.206349
16882,0-25%,61,0.770492,0.065574
16882,25-50%,62,0.645161,0.145161
16882,50-75%,62,0.677419,0.096774
16882,75-100%,62,0.83871,0.225806
16885,0-25%,94,0.840426,0.138298
16885,25-50%,95,0.915789,0.105263
16885,50-75%,94,0.93617,0.06383
16885,75-100%,95,0.947368,0.126316
16887,0-25%,62,0.709677,0.080645
16887,25-50%,62,0.532258,0.112903
16887,50-75%,62,0.629032,0.209677
16887,75-100%,63,0.47619,0.063492
16893,0-25%,59,0.915254,0.067797
16893,25-50%,59,0.932203,0.101695
16893,50-75%,59,0.932203,0.220339
16893,75-100%,60,0.966667,0.183333
16894,0-25%,89,0.977528,0.11236
16894,25-50%,89,0.876404,0.146067
16894,50-75%,89,0.955056,0.11236
16894,75-100%,90,0.988889,0.222222
16895,0-25%,62,0.935484,0.064516
16895,25-50%,63,0.825397,0.174603
16895,50-75%,62,0.935484,0.209677
16895,75-100%,63,0.904762,0.31746
16900,0-25%,77,0.87013,0.051948
16900,25-50%,78,0.923077,0.038462
16900,50-75%,77,0.896104,0.233766
16900,75-100%,78,0.75641,0.051282
16902,0-25%,78,0.807692,0.141026
16902,25-50%,78,0.897436,0.153846
16902,50-75%,78,0.858974,0.064103
16902,75-100%,78,0.769231,0.153846
16904,0-25%,104,0.615385,0.076923
16904,25-50%,104,0.509615,0.125
16904,50-75%,104,0.625,0.153846
16904,75-100%,104,0.634615,0.230769
16905,0-25%,74,0.554054,0.027027
16905,25-50%,75,0.586667,0.08
16905,50-75%,74,0.959459,0.054054
16905,75-100%,75,0.986667,0.146667
16919,0-25%,88,0.829545,0.147727
16919,25-50%,88,0.852273,0.159091
16919,50-75%,88,0.943182,0.227273
16919,75-100%,89,0.808989,0.213483
16920,0-25%,67,0.656716,0.104478
16920,25-50%,67,0.761194,0.059701
16920,50-75%,67,0.716418,0.268657
16920,75-100%,67,0.80597,0.223881
16924,0-25%,62,0.951613,0.064516
16924,25-50%,62,0.887097,0.145161
16924,50-75%,62,0.935484,0.209677
16924,75-100%,63,0.920635,0.333333
16925,0-25%,69,0.927536,0.101449
16925,25-50%,69,0.956522,0.246377
16925,50-75%,69,0.913043,0.144928
16925,75-100%,69,0.927536,0.217391
16927,0-25%,79,0.860759,0.088608
16927,25-50%,80,0.825,0.1375
16927,50-75%,79,0.683544,0.164557
16927,75-100%,80,0.8375,0.1875
16930,0-25%,133,0.932331,0.172932
16930,25-50%,134,0.962687,0.134328
16930,50-75%,134,0.970149,0.156716
16930,75-100%,134,0.985075,0.216418
16931,0-25%,85,0.952941,0.129412
16931,25-50%,85,0.905882,0.141176
16931,50-75%,85,0.964706,0.082353
16931,75-100%,86,0.883721,0.209302
16932,0-25%,59,0.711864,0.101695
16932,25-50%,59,0.542373,0.118644
16932,50-75%,59,0.779661,0.050847
16932,75-100%,60,0.633333,0.183333
16936,0-25%,60,0.966667,0.066667
16936,25-50%,61,1.0,0.163934
16936,50-75%,60,0.983333,0.216667
16936,75-100%,61,0.967213,0.196721
16939,0-25%,65,0.876923,0.046154
16939,25-50%,66,0.984848,0.19697
16939,50-75%,65,0.953846,0.138462
16939,75-100%,66,0.863636,0.227273
16941,0-25%,119,0.957983,0.092437
16941,25-50%,120,0.933333,0.116667
16941,50-75%,119,0.890756,0.12605
16941,75-100%,120,0.966667,0.091667
16942,0-25%,68,0.602941,0.088235
16942,25-50%,68,0.794118,0.088235
16942,50-75%,68,0.867647,0.25
16942,75-100%,69,0.826087,0.202899
16945,0-25%,71,0.267606,0.126761
16945,25-50%,71,0.422535,0.15493
16945,50-75%,71,0.56338,0.126761
16945,75-100%,72,0.708333,0.236111
16953,0-25%,66,0.848485,0.151515
16953,25-50%,67,0.731343,0.104478
16953,50-75%,66,0.818182,0.19697
